"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMLchromosome","DMLstart","DMLend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","Name","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"28","XM_022458460.1","sp","A1L253","F149B_DANRE",30.27,479,280,17,993,2330,100,557,3e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12131;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458460.1;Name=XM_022458460.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X1;transcript_id=XM_022458460.1","NC_035781.1",49000882,49000884,"-",63,"ID=rna12131","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458460.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X1","transcript_id=XM_022458460.1","","",""
"29","XM_022458461.1","sp","A1L253","F149B_DANRE",30.66,486,268,19,992,2326,100,557,3e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12132;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458461.1;Name=XM_022458461.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X2;transcript_id=XM_022458461.1","NC_035781.1",49000882,49000884,"+",58,"ID=rna12132","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458461.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X2","transcript_id=XM_022458461.1","","",""
"30","XM_022458461.1","sp","A1L253","F149B_DANRE",30.66,486,268,19,992,2326,100,557,3e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12132;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458461.1;Name=XM_022458461.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X2;transcript_id=XM_022458461.1","NC_035781.1",49000882,49000884,"-",63,"ID=rna12132","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458461.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X2","transcript_id=XM_022458461.1","","",""
"31","XM_022458462.1","sp","A1L253","F149B_DANRE",30.27,479,280,17,998,2335,100,557,4e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12129;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458462.1;Name=XM_022458462.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X3;transcript_id=XM_022458462.1","NC_035781.1",49000882,49000884,"+",58,"ID=rna12129","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458462.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X3","transcript_id=XM_022458462.1","","",""
"32","XM_022458462.1","sp","A1L253","F149B_DANRE",30.27,479,280,17,998,2335,100,557,4e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12129;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458462.1;Name=XM_022458462.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X3;transcript_id=XM_022458462.1","NC_035781.1",49000882,49000884,"-",63,"ID=rna12129","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458462.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X3","transcript_id=XM_022458462.1","","",""
"33","XM_022458463.1","sp","A1L253","F149B_DANRE",31.11,479,268,19,992,2305,100,557,5e-36,150,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12133;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458463.1;Name=XM_022458463.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X4;transcript_id=XM_022458463.1","NC_035781.1",49000882,49000884,"+",58,"ID=rna12133","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458463.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X4","transcript_id=XM_022458463.1","","",""
"34","XM_022458463.1","sp","A1L253","F149B_DANRE",31.11,479,268,19,992,2305,100,557,5e-36,150,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12133;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458463.1;Name=XM_022458463.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X4;transcript_id=XM_022458463.1","NC_035781.1",49000882,49000884,"-",63,"ID=rna12133","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458463.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X4","transcript_id=XM_022458463.1","","",""
"35","XM_022458464.1","sp","A1L253","F149B_DANRE",30.27,479,280,17,998,2335,100,557,1e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12135;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458464.1;Name=XM_022458464.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X5;transcript_id=XM_022458464.1","NC_035781.1",49000882,49000884,"-",63,"ID=rna12135","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458464.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X5","transcript_id=XM_022458464.1","","",""
"36","XM_022458464.1","sp","A1L253","F149B_DANRE",30.27,479,280,17,998,2335,100,557,1e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12135;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458464.1;Name=XM_022458464.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X5;transcript_id=XM_022458464.1","NC_035781.1",49000882,49000884,"+",58,"ID=rna12135","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458464.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X5","transcript_id=XM_022458464.1","","",""
"37","XM_022458466.1","sp","A1L253","F149B_DANRE",30.27,479,280,17,998,2335,100,557,1e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12136;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458466.1;Name=XM_022458466.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X6;transcript_id=XM_022458466.1","NC_035781.1",49000882,49000884,"+",58,"ID=rna12136","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458466.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X6","transcript_id=XM_022458466.1","","",""
"38","XM_022458466.1","sp","A1L253","F149B_DANRE",30.27,479,280,17,998,2335,100,557,1e-35,147,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12136;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458466.1;Name=XM_022458466.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X6;transcript_id=XM_022458466.1","NC_035781.1",49000882,49000884,"-",63,"ID=rna12136","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458466.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X6","transcript_id=XM_022458466.1","","",""
"39","XM_022458467.1","sp","A1L253","F149B_DANRE",31.17,478,268,19,991,2301,100,557,8e-36,149,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12134;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458467.1;Name=XM_022458467.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X7;transcript_id=XM_022458467.1","NC_035781.1",49000882,49000884,"-",63,"ID=rna12134","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458467.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X7","transcript_id=XM_022458467.1","","",""
"40","XM_022458467.1","sp","A1L253","F149B_DANRE",31.17,478,268,19,991,2301,100,557,8e-36,149,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12134;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458467.1;Name=XM_022458467.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X7;transcript_id=XM_022458467.1","NC_035781.1",49000882,49000884,"+",58,"ID=rna12134","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458467.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X7","transcript_id=XM_022458467.1","","",""
"41","XM_022458469.1","sp","A1L253","F149B_DANRE",29.02,417,247,14,997,2163,100,495,4e-28,125,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12130;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458469.1;Name=XM_022458469.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X9;transcript_id=XM_022458469.1","NC_035781.1",49000882,49000884,"+",58,"ID=rna12130","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458469.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X9","transcript_id=XM_022458469.1","","",""
"42","XM_022458469.1","sp","A1L253","F149B_DANRE",29.02,417,247,14,997,2163,100,495,4e-28,125,"NC_035781.1","Gnomon","mRNA",49000883,49000884,".","-",".","ID=rna12130;Parent=gene7200;Dbxref=GeneID:111118823,Genbank:XM_022458469.1;Name=XM_022458469.1;gbkey=mRNA;gene=LOC111118823;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=protein FAM149B1-like%2C transcript variant X9;transcript_id=XM_022458469.1","NC_035781.1",49000882,49000884,"-",63,"ID=rna12130","Parent=gene7200","Dbxref=GeneID",111118823,"Genbank","Name=XM_022458469.1","gbkey=mRNA","gene=LOC111118823","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=protein FAM149B1-like%2C transcript variant X9","transcript_id=XM_022458469.1","","",""
"43","XM_022459272.1","sp","Q0USX0","KEX1_PHANO",30.09,113,77,2,846,1178,422,534,0.028,41.6,"NC_035781.1","Gnomon","mRNA",59266096,59266097,".","+",".","ID=rna13344;Parent=gene7918;Dbxref=GeneID:111119265,Genbank:XM_022459272.1;Name=XM_022459272.1;gbkey=mRNA;gene=LOC111119265;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=uncharacterized LOC111119265%2C transcript variant X1;transcript_id=XM_022459272.1","NC_035781.1",59266095,59266097,"+",61,"ID=rna13344","Parent=gene7918","Dbxref=GeneID",111119265,"Genbank","Name=XM_022459272.1","gbkey=mRNA","gene=LOC111119265","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=uncharacterized LOC111119265%2C transcript variant X1","transcript_id=XM_022459272.1","","",""
"44","XM_022459273.1","sp","Q03956","RAV2_YEAST",27.27,99,67,3,624,908,191,288,3.6,34.7,"NC_035781.1","Gnomon","mRNA",59266096,59266097,".","+",".","ID=rna13345;Parent=gene7918;Dbxref=GeneID:111119265,Genbank:XM_022459273.1;Name=XM_022459273.1;gbkey=mRNA;gene=LOC111119265;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns;product=uncharacterized LOC111119265%2C transcript variant X2;transcript_id=XM_022459273.1","NC_035781.1",59266095,59266097,"+",61,"ID=rna13345","Parent=gene7918","Dbxref=GeneID",111119265,"Genbank","Name=XM_022459273.1","gbkey=mRNA","gene=LOC111119265","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns","product=uncharacterized LOC111119265%2C transcript variant X2","transcript_id=XM_022459273.1","","",""
"45","XM_022460115.1","sp","Q7SIG4","DFPA_LOLVU",60.78,306,119,1,19,933,6,311,3e-142,416,"NC_035781.1","Gnomon","mRNA",30825425,30825426,".","+",".","ID=rna10186;Parent=gene5993;Dbxref=GeneID:111119691,Genbank:XM_022460115.1;Name=XM_022460115.1;gbkey=mRNA;gene=LOC111119691;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;partial=true;product=diisopropyl-fluorophosphatase-like;start_range=.,30817186;transcript_id=XM_022460115.1","NC_035781.1",30825424,30825426,"-",57,"ID=rna10186","Parent=gene5993","Dbxref=GeneID",111119691,"Genbank","Name=XM_022460115.1","gbkey=mRNA","gene=LOC111119691","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","partial=true","product=diisopropyl-fluorophosphatase-like","start_range=.","30817186","transcript_id=XM_022460115.1"
"46","XM_022460164.1","sp","P82094","TMF1_HUMAN",46.82,645,327,7,2135,4051,454,1088,8e-148,489,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10237;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460164.1;Name=XM_022460164.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X1;transcript_id=XM_022460164.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10237","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460164.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X1","transcript_id=XM_022460164.1","","",""
"47","XM_022460164.1","sp","P82094","TMF1_HUMAN",44.12,68,31,2,137,334,1,63,8e-07,58.2,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10237;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460164.1;Name=XM_022460164.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X1;transcript_id=XM_022460164.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10237","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460164.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X1","transcript_id=XM_022460164.1","","",""
"48","XM_022460165.1","sp","P82094","TMF1_HUMAN",46.82,645,327,7,2234,4150,454,1088,1e-147,489,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10239;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460165.1;Name=XM_022460165.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X2;transcript_id=XM_022460165.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10239","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460165.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X2","transcript_id=XM_022460165.1","","",""
"49","XM_022460165.1","sp","P82094","TMF1_HUMAN",44.12,68,31,2,236,433,1,63,8e-07,58.2,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10239;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460165.1;Name=XM_022460165.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X2;transcript_id=XM_022460165.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10239","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460165.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X2","transcript_id=XM_022460165.1","","",""
"50","XM_022460166.1","sp","P82094","TMF1_HUMAN",44.12,68,31,2,166,363,1,63,8e-07,58.2,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10236;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460166.1;Name=XM_022460166.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X3;transcript_id=XM_022460166.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10236","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460166.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X3","transcript_id=XM_022460166.1","","",""
"51","XM_022460166.1","sp","P82094","TMF1_HUMAN",46.82,645,327,7,2164,4080,454,1088,9e-148,489,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10236;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460166.1;Name=XM_022460166.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X3;transcript_id=XM_022460166.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10236","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460166.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X3","transcript_id=XM_022460166.1","","",""
"52","XM_022460167.1","sp","P82094","TMF1_HUMAN",46.82,645,327,7,2053,3969,454,1088,5e-148,489,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10241;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460167.1;Name=XM_022460167.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X4;transcript_id=XM_022460167.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10241","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460167.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X4","transcript_id=XM_022460167.1","","",""
"53","XM_022460167.1","sp","P82094","TMF1_HUMAN",44.12,68,31,2,55,252,1,63,7e-07,58.2,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10241;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460167.1;Name=XM_022460167.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X4;transcript_id=XM_022460167.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10241","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460167.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X4","transcript_id=XM_022460167.1","","",""
"54","XM_022460168.1","sp","P82094","TMF1_HUMAN",44.12,68,31,2,57,254,1,63,7e-07,58.2,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10240;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460168.1;Name=XM_022460168.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X5;transcript_id=XM_022460168.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10240","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460168.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X5","transcript_id=XM_022460168.1","","",""
