"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"323","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48401852,48467690,"XM_022476709.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"324","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476708.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"325","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476713.1","Q8IVE3","PKHH2_HUMAN",4e-20,"pleckstrin homology domain-containing family H member 1-like","GO:0003779; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0016604; GO:0030027; GO:0030835; GO:0030864; GO:0042802","negative regulation of actin filament depolymerization [GO:0030835]","cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","actin binding [GO:0003779]; identical protein binding [GO:0042802]"
"326","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",7e-16,"uncharacterized LOC111129310",NA,NA,NA,NA
"327","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",3e-08,"uncharacterized LOC111129310",NA,NA,NA,NA
"328","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",2e-04,"uncharacterized LOC111129310",NA,NA,NA,NA
"329","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",1e-32,"uncharacterized LOC111129310",NA,NA,NA,NA
"330","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",5e-30,"uncharacterized LOC111129310",NA,NA,NA,NA
"331","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",1e-10,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"332","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-40,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"333","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-150,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"334","NC_035783.1",57926773,57926773,65.9069325735992,"+",2.18565558787661e-24,3.22471966713485e-22,57926423,57927007,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-150,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"335","NC_035783.1",57926773,57926773,65.9069325735992,"+",2.18565558787661e-24,3.22471966713485e-22,57926423,57927007,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",1e-10,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"336","NC_035783.1",57926773,57926773,65.9069325735992,"+",2.18565558787661e-24,3.22471966713485e-22,57926423,57927007,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-40,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"337","NC_035783.1",57931741,57931741,50.830889540567,"+",4.75707646943025e-13,1.64588119596346e-11,57931499,57931841,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",1e-10,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"338","NC_035783.1",57931741,57931741,50.830889540567,"+",4.75707646943025e-13,1.64588119596346e-11,57931499,57931841,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-150,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"339","NC_035783.1",57931741,57931741,50.830889540567,"+",4.75707646943025e-13,1.64588119596346e-11,57931499,57931841,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-40,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"340","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",1e-101,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"341","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",1e-04,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"342","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",1e-101,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"343","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",2e-101,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"344","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",5e-06,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"345","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"346","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"347","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"348","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"349","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"350","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"351","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",6e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"352","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",5e-06,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"353","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",1e-05,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"354","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",4e-102,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"355","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"356","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"357","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",5e-06,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"358","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",1e-101,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"359","NC_035784.1",2256855,2256855,-52.3361823361823,"+",2.97995735512638e-19,2.37682469486462e-17,2256331,2256874,2253035,2264233,"111099063",2253035,2264233,"XM_022430411.1","Q9D787","PPIL2_MOUSE",0,"peptidyl-prolyl cis-trans isomerase-like 2",NA,NA,NA,NA
"360","NC_035784.1",3040123,3040123,50.1308933790825,"+",1.89459273127565e-24,2.81526328777828e-22,3039327,3042931,3032735,3044262,"111132180",3032735,3044262,"XM_022479951.1","Q5XLR4","BORE1_DANRE",1e-04,"borealin-like","GO:0000070; GO:0000775; GO:0005634; GO:0005737; GO:0007507; GO:0032133; GO:0051233; GO:0051301","cell division [GO:0051301]; heart development [GO:0007507]; mitotic sister chromatid segregation [GO:0000070]","chromosome, centromeric region [GO:0000775]; chromosome passenger complex [GO:0032133]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle midzone [GO:0051233]",""
"361","NC_035784.1",3631156,3631156,50.0674763832659,"+",2.51411925232572e-17,1.56499158699726e-15,3630577,3632230,3628344,3666492,"111134275",3628344,3666492,"XM_022483175.1","E9PVA8","GCN1_MOUSE",0,"eIF-2-alpha kinase activator GCN1-like",NA,NA,NA,NA
"362","NC_035784.1",5236071,5236071,-53.4495021337127,"+",1.44925262523772e-11,3.99000908218026e-10,5234342,5236597,5220554,5236667,"111135974",5220554,5236667,"XM_022486485.1","Q9CY21","BUD23_MOUSE",4e-120,"probable 18S rRNA (guanine-N(7))-methyltransferase","GO:0005634; GO:0005654; GO:0005730; GO:0006325; GO:0016435; GO:0046982; GO:0048471; GO:0070476; GO:2000234","chromatin organization [GO:0006325]; positive regulation of rRNA processing [GO:2000234]; rRNA (guanine-N7)-methylation [GO:0070476]","nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]","protein heterodimerization activity [GO:0046982]; rRNA (guanine) methyltransferase activity [GO:0016435]"
"363","NC_035784.1",7656221,7656221,54.654295532646,"+",9.32057002554508e-41,6.94147098973169e-38,7656204,7656288,7621973,7657566,"111136911",7621973,7657566,"XM_022488079.1","Q8N653","LZTR1_HUMAN",0,"uncharacterized LOC111136911",NA,NA,NA,NA
"364","NC_035784.1",8331781,8331781,-51.0925855753442,"+",4.39992828947472e-13,1.53159419375145e-11,8330960,8333795,8329867,8338603,"111135544",8329867,8338603,"XM_022485696.1","P97814","PPIP1_MOUSE",3e-28,"proline-serine-threonine phosphatase-interacting protein 2-like",NA,NA,NA,NA
"365","NC_035784.1",8331781,8331781,-51.0925855753442,"+",4.39992828947472e-13,1.53159419375145e-11,8330960,8333795,8329867,8338603,"111135544",8329867,8338601,"XM_022485697.1","Q99M15","PPIP2_MOUSE",1e-26,"proline-serine-threonine phosphatase-interacting protein 2-like",NA,NA,NA,NA
"366","NC_035784.1",9477060,9477060,-55.049610205528,"+",4.38701300748891e-12,1.30985836257649e-10,9476297,9477686,9471691,9477988,"111133503",9471691,9477988,"XM_022481955.1","Q9CPU4","MGST3_MOUSE",2e-36,"microsomal glutathione S-transferase 3-like",NA,NA,NA,NA
"367","NC_035784.1",10016145,10016145,-56.6869918699187,"+",2.56931841719217e-38,1.57498842755215e-35,10016129,10016463,9998359,10021473,"111099097",10002512,10021473,"XM_022430459.1","Q8IZ69","TRM2A_HUMAN",1e-167,"tRNA (uracil-5-)-methyltransferase homolog A-like",NA,NA,NA,NA
"368","NC_035784.1",10016145,10016145,-56.6869918699187,"+",2.56931841719217e-38,1.57498842755215e-35,10016129,10016463,9998359,10021473,"111099097",9998359,10021473,"XM_022430457.1","Q8IZ69","TRM2A_HUMAN",8e-168,"tRNA (uracil-5-)-methyltransferase homolog A-like",NA,NA,NA,NA
"369","NC_035784.1",10016145,10016145,-56.6869918699187,"+",2.56931841719217e-38,1.57498842755215e-35,10016129,10016463,9998359,10021473,"111099097",9998635,10021473,"XM_022430460.1","Q8IZ69","TRM2A_HUMAN",5e-168,"tRNA (uracil-5-)-methyltransferase homolog A-like",NA,NA,NA,NA
"370","NC_035784.1",14145240,14145240,54.649947753396,"+",4.1025449654353e-10,8.76173258877228e-09,14134753,14148379,14132625,14151327,"111137332",14132625,14151327,"XM_022488765.1","Q7T3C6","CPSF5_DANRE",3e-120,"cleavage and polyadenylation specificity factor subunit 5-like",NA,NA,NA,NA
"371","NC_035784.1",14145240,14145240,54.649947753396,"+",4.1025449654353e-10,8.76173258877228e-09,14134753,14148379,14132625,14151327,"111137332",14148380,14151327,"XM_022488767.1","Q7T3C6","CPSF5_DANRE",2e-124,"cleavage and polyadenylation specificity factor subunit 5-like",NA,NA,NA,NA
"372","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-48,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"373","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-62,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"374","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-82,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"375","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",3e-20,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"376","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",4e-12,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"377","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",7e-63,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"378","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",8e-06,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"379","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-19,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"380","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",2e-28,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"381","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",9e-13,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"382","NC_035784.1",14259081,14259081,-50.899209486166,"+",1.60774967194255e-25,2.67947972778071e-23,14257503,14262619,14257287,14271513,"111134057",14257287,14271513,"XM_022482846.1","C1CG43","TRPF_STRZJ",0.074,"uncharacterized LOC111134057",NA,NA,NA,NA
"383","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417642,"XM_022479774.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
"384","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417659,"XM_022479772.1","B1GYP6","Y656_UNCTG",1.3,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
"385","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417659,"XM_022479770.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
"386","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21416007,"XM_022479771.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
"387","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417659,"XM_022479773.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
"388","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417642,"XM_022479775.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
"389","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417642,"XM_022479776.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
"390","NC_035784.1",21410065,21410065,-56.6666666666667,"+",3.21150789150846e-18,2.25320697815352e-16,21407845,21410337,21396586,21417659,"111132099",21396586,21417659,"XM_022479770.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
"391","NC_035784.1",21410065,21410065,-56.6666666666667,"+",3.21150789150846e-18,2.25320697815352e-16,21407845,21410337,21396586,21417659,"111132099",21396586,21417659,"XM_022479772.1","B1GYP6","Y656_UNCTG",1.3,"uncharacterized LOC111132099","GO:0016151; GO:0016829","","","lyase activity [GO:0016829]; nickel cation binding [GO:0016151]"
