"","chr","start","end","meth.diff","strand","pvalue","qvalue","TE-start","TE-end","V10","TE-strand","Target-Motif","dist-to-closest-gene","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"47","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48408670,48467690,"XM_022476714.1","Q8IVE3","PKHH2_HUMAN",1e-08,"pleckstrin homology domain-containing family H member 1-like","GO:0003779; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0016604; GO:0030027; GO:0030835; GO:0030864; GO:0042802","negative regulation of actin filament depolymerization [GO:0030835]","cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","actin binding [GO:0003779]; identical protein binding [GO:0042802]"
"48","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48398662,48467690,"XM_022476711.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"49","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48398850,48467690,"XM_022476708.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"50","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48398662,48467690,"XM_022476711.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"51","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48398850,48467690,"XM_022476713.1","Q8IVE3","PKHH2_HUMAN",0,"pleckstrin homology domain-containing family H member 1-like","GO:0003779; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0016604; GO:0030027; GO:0030835; GO:0030864; GO:0042802","negative regulation of actin filament depolymerization [GO:0030835]","cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","actin binding [GO:0003779]; identical protein binding [GO:0042802]"
"52","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48422316,48467690,"XM_022476715.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"53","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48404012,48467690,"XM_022476712.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"54","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48401852,48467690,"XM_022476709.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"55","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48434172,48434360,26.1,"-","Target Motif:DNA3-11_CGi 1856 2040",0,48398662,48467690,"111130052",48404012,48467690,"XM_022476712.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"56","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49079034,49079097,23.4,"-","Target Motif:DNA2-5_CGi 12 78",0,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",1e-32,"uncharacterized LOC111129310",NA,NA,NA,NA
"57","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49079034,49079097,23.4,"-","Target Motif:DNA2-5_CGi 12 78",0,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",2e-04,"uncharacterized LOC111129310",NA,NA,NA,NA
"58","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49079034,49079097,23.4,"-","Target Motif:DNA2-5_CGi 12 78",0,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",3e-08,"uncharacterized LOC111129310",NA,NA,NA,NA
"59","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49079034,49079097,23.4,"-","Target Motif:DNA2-5_CGi 12 78",0,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",5e-30,"uncharacterized LOC111129310",NA,NA,NA,NA
"60","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49079034,49079097,23.4,"-","Target Motif:DNA2-5_CGi 12 78",0,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",7e-16,"uncharacterized LOC111129310",NA,NA,NA,NA
"61","NC_035784.1",2338124,2338124,-53.4511240393593,"+",6.30449528725743e-23,7.91600944382827e-21,2338061,2338146,22.1,"-","Target Motif:DNA2-3_CGi 133 218",0,2337755,2374062,"111136051",2337755,2374062,"XM_022486627.1","O08662","PI4KA_RAT",0,"phosphatidylinositol 4-kinase alpha-like","GO:0004430; GO:0005524; GO:0005737; GO:0005886; GO:0016020; GO:0030660; GO:0046854; GO:0048015","phosphatidylinositol-mediated signaling [GO:0048015]; phosphatidylinositol phosphorylation [GO:0046854]","cytoplasm [GO:0005737]; Golgi-associated vesicle membrane [GO:0030660]; membrane [GO:0016020]; plasma membrane [GO:0005886]","1-phosphatidylinositol 4-kinase activity [GO:0004430]; ATP binding [GO:0005524]"
"62","NC_035784.1",2340024,2340024,-55.6345952897677,"+",1.5659973466667e-61,6.85440896045747e-58,2338061,2338146,22.1,"-","Target Motif:DNA2-3_CGi 133 218",0,2337755,2374062,"111136051",2337755,2374062,"XM_022486627.1","O08662","PI4KA_RAT",0,"phosphatidylinositol 4-kinase alpha-like","GO:0004430; GO:0005524; GO:0005737; GO:0005886; GO:0016020; GO:0030660; GO:0046854; GO:0048015","phosphatidylinositol-mediated signaling [GO:0048015]; phosphatidylinositol phosphorylation [GO:0046854]","cytoplasm [GO:0005737]; Golgi-associated vesicle membrane [GO:0030660]; membrane [GO:0016020]; plasma membrane [GO:0005886]","1-phosphatidylinositol 4-kinase activity [GO:0004430]; ATP binding [GO:0005524]"
"63","NC_035784.1",2350202,2350202,-55.8613556159494,"+",3.92431863085327e-53,8.44034345512814e-50,2338061,2338146,22.1,"-","Target Motif:DNA2-3_CGi 133 218",0,2337755,2374062,"111136051",2337755,2374062,"XM_022486627.1","O08662","PI4KA_RAT",0,"phosphatidylinositol 4-kinase alpha-like","GO:0004430; GO:0005524; GO:0005737; GO:0005886; GO:0016020; GO:0030660; GO:0046854; GO:0048015","phosphatidylinositol-mediated signaling [GO:0048015]; phosphatidylinositol phosphorylation [GO:0046854]","cytoplasm [GO:0005737]; Golgi-associated vesicle membrane [GO:0030660]; membrane [GO:0016020]; plasma membrane [GO:0005886]","1-phosphatidylinositol 4-kinase activity [GO:0004430]; ATP binding [GO:0005524]"
"64","NC_035784.1",3040123,3040123,50.1308933790825,"+",1.89459273127565e-24,2.81526328777828e-22,3039885,3040183,15.4,"-","Target Motif:BivaMD-SINE1_CrVi 9 336",0,3032735,3044262,"111132180",3032735,3044262,"XM_022479951.1","Q5XLR4","BORE1_DANRE",1e-04,"borealin-like","GO:0000070; GO:0000775; GO:0005634; GO:0005737; GO:0007507; GO:0032133; GO:0051233; GO:0051301","cell division [GO:0051301]; heart development [GO:0007507]; mitotic sister chromatid segregation [GO:0000070]","chromosome, centromeric region [GO:0000775]; chromosome passenger complex [GO:0032133]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle midzone [GO:0051233]",""
"65","NC_035784.1",8331781,8331781,-51.0925855753442,"+",4.39992828947472e-13,1.53159419375145e-11,8331167,8331872,36.4,"-","Target Motif:DNA6-1_CQ 876 1347",0,8329867,8338603,"111135544",8329867,8338601,"XM_022485697.1","Q99M15","PPIP2_MOUSE",1e-26,"proline-serine-threonine phosphatase-interacting protein 2-like",NA,NA,NA,NA
"66","NC_035784.1",8331781,8331781,-51.0925855753442,"+",4.39992828947472e-13,1.53159419375145e-11,8331167,8331872,36.4,"-","Target Motif:DNA6-1_CQ 876 1347",0,8329867,8338603,"111135544",8329867,8338603,"XM_022485696.1","P97814","PPIP1_MOUSE",3e-28,"proline-serine-threonine phosphatase-interacting protein 2-like",NA,NA,NA,NA
"67","NC_035784.1",8331781,8331781,-51.0925855753442,"+",4.39992828947472e-13,1.53159419375145e-11,8331258,8332135,31.9,"-","Target Motif:SAT-17_SSa 332 1305",0,8329867,8338603,"111135544",8329867,8338601,"XM_022485697.1","Q99M15","PPIP2_MOUSE",1e-26,"proline-serine-threonine phosphatase-interacting protein 2-like",NA,NA,NA,NA
"68","NC_035784.1",8331781,8331781,-51.0925855753442,"+",4.39992828947472e-13,1.53159419375145e-11,8331258,8332135,31.9,"-","Target Motif:SAT-17_SSa 332 1305",0,8329867,8338603,"111135544",8329867,8338603,"XM_022485696.1","P97814","PPIP1_MOUSE",3e-28,"proline-serine-threonine phosphatase-interacting protein 2-like",NA,NA,NA,NA
"69","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-19,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"70","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-48,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"71","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",2e-28,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"72","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",3e-20,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"73","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",9e-13,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"74","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",7e-63,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"75","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",8e-06,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"76","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-62,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"77","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-82,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"78","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14246975,14247108,9.8,"-","Target Motif:CVE 3 143",0,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",4e-12,"uncharacterized LOC111134058","GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208","cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208]","collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]",""
"79","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,21869166,21870001,25.1,"+","Target Motif:Helitron-N43_CGi 1 849",0,21868572,21910081,"111138013",21894128,21910081,"XM_022489765.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"80","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,21869166,21870001,25.1,"+","Target Motif:Helitron-N43_CGi 1 849",0,21868572,21910081,"111138013",21886317,21910081,"XM_022489767.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"81","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,21869166,21870001,25.1,"+","Target Motif:Helitron-N43_CGi 1 849",0,21868572,21910081,"111138013",21896848,21910081,"XM_022489766.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"82","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,21869166,21870001,25.1,"+","Target Motif:Helitron-N43_CGi 1 849",0,21868572,21910081,"111138013",21868572,21910081,"XM_022489763.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
