"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"176","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59744031,"XM_022459868.1","Q5R754","CDKL2_PONAB",2e-165,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"177","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59746413,"XM_022459866.1","Q5R754","CDKL2_PONAB",8e-158,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"178","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59744026,"XM_022459869.1","Q5R754","CDKL2_PONAB",1e-165,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"179","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59746413,"XM_022459858.1","Q5R754","CDKL2_PONAB",1e-157,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"180","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59746413,"XM_022459859.1","Q5R754","CDKL2_PONAB",1e-157,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"181","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59746413,"XM_022459862.1","Q5R754","CDKL2_PONAB",8e-158,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"182","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59746413,"XM_022459863.1","Q5R754","CDKL2_PONAB",7e-158,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"183","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727276,59746413,"XM_022459865.1","Q5R754","CDKL2_PONAB",4e-158,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"184","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59746413,"XM_022459861.1","Q5R754","CDKL2_PONAB",8e-158,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"185","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59746413,"XM_022459864.1","Q5R754","CDKL2_PONAB",9e-158,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"186","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59725757,59746412,"XM_022459867.1","Q5R754","CDKL2_PONAB",9e-157,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"187","NC_035781.1",59742650,59742650,-65.0485436893204,"+",2.11141225960939e-27,4.36073756412092e-25,59742522,59743114,59725757,59746413,"111119574",59727725,59746413,"XM_022459860.1","Q5R754","CDKL2_PONAB",9e-158,"cyclin-dependent kinase-like 4","GO:0004693; GO:0005524; GO:0005634; GO:0005737","","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"
"197","NC_035782.1",6675420,6675420,-50.4761904761905,"+",1.51330661821479e-25,2.52883777371349e-23,6675061,6679235,6672669,6681158,"111123133",6672669,6681158,"XM_022465273.1","Q6NWF4","VPS25_DANRE",0.002,"vacuolar protein-sorting-associated protein 25-like","GO:0000814; GO:0005198; GO:0042803; GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]","ESCRT II complex [GO:0000814]","protein homodimerization activity [GO:0042803]; structural molecule activity [GO:0005198]"
"198","NC_035782.1",6675420,6675420,-50.4761904761905,"+",1.51330661821479e-25,2.52883777371349e-23,6675061,6679235,6672669,6681158,"111123133",6672669,6681158,"XM_022465273.1","Q6NWF4","VPS25_DANRE",8e-62,"vacuolar protein-sorting-associated protein 25-like","GO:0000814; GO:0005198; GO:0042803; GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]","ESCRT II complex [GO:0000814]","protein homodimerization activity [GO:0042803]; structural molecule activity [GO:0005198]"
"200","NC_035782.1",34280755,34280755,-50.3968253968254,"+",4.87406131722199e-10,1.02731395400137e-08,34274309,34292608,34044936,34574288,"111123434",34044936,34574288,"XM_022465747.1","Q91XQ0","DYH8_MOUSE",0,"dynein heavy chain 8",NA,NA,NA,NA
"201","NC_035782.1",34498894,34498894,-55.0220750551876,"+",6.09478805265885e-32,2.09447814572794e-29,34489970,34503553,34044936,34574288,"111123434",34044936,34574288,"XM_022465747.1","Q91XQ0","DYH8_MOUSE",0,"dynein heavy chain 8",NA,NA,NA,NA
"202","NC_035782.1",34498896,34498896,-71.5532178217822,"+",2.66880814384858e-46,3.23224282580147e-43,34489970,34503553,34044936,34574288,"111123434",34044936,34574288,"XM_022465747.1","Q91XQ0","DYH8_MOUSE",0,"dynein heavy chain 8",NA,NA,NA,NA
"223","NC_035782.1",49575757,49575757,-61.1528822055138,"+",4.81909358882773e-29,1.1963359269504e-26,49575446,49576141,49551208,49589770,"111123248",49551208,49589770,"XM_022465469.1","Q5JR59","MTUS2_HUMAN",1e-32,"CAP-Gly domain-containing linker protein 1-like",NA,NA,NA,NA
"224","NC_035782.1",49575757,49575757,-61.1528822055138,"+",4.81909358882773e-29,1.1963359269504e-26,49575446,49576141,49551208,49589770,"111123248",49551208,49580877,"XM_022465471.1","Q5JR59","MTUS2_HUMAN",1e-32,"CAP-Gly domain-containing linker protein 1-like",NA,NA,NA,NA
"225","NC_035782.1",49575757,49575757,-61.1528822055138,"+",4.81909358882773e-29,1.1963359269504e-26,49575446,49576141,49551208,49589770,"111123248",49551208,49583239,"XM_022465470.1","Q5JR59","MTUS2_HUMAN",2e-32,"CAP-Gly domain-containing linker protein 1-like",NA,NA,NA,NA
"226","NC_035782.1",49575757,49575757,-61.1528822055138,"+",4.81909358882773e-29,1.1963359269504e-26,49575446,49576141,49551208,49589770,"111123248",49551208,49585639,"XM_022465473.1","Q5JR59","MTUS2_HUMAN",1e-32,"CAP-Gly domain-containing linker protein 1-like",NA,NA,NA,NA
"227","NC_035782.1",49575757,49575757,-61.1528822055138,"+",4.81909358882773e-29,1.1963359269504e-26,49575446,49576141,49551208,49589770,"111123248",49551208,49585639,"XM_022465468.1","Q5JR59","MTUS2_HUMAN",1e-32,"CAP-Gly domain-containing linker protein 1-like",NA,NA,NA,NA
"228","NC_035782.1",49575757,49575757,-61.1528822055138,"+",4.81909358882773e-29,1.1963359269504e-26,49575446,49576141,49551208,49589770,"111123248",49551208,49585639,"XM_022465472.1","Q5JR59","MTUS2_HUMAN",4e-34,"CAP-Gly domain-containing linker protein 1-like",NA,NA,NA,NA
"234","NC_035783.1",8555953,8555953,-59.0686274509804,"+",3.56408628504956e-25,5.72572651186012e-23,8555745,8556698,8552562,8566420,"111130391",8552562,8566420,"XM_022477427.1","Q75J93","CPAS1_DICDI",3e-65,"circularly permutated Ras protein 1-like",NA,NA,NA,NA
"235","NC_035783.1",8555953,8555953,-59.0686274509804,"+",3.56408628504956e-25,5.72572651186012e-23,8555745,8556698,8552562,8566420,"111130391",8552562,8566420,"XM_022477427.1","Q75J93","CPAS1_DICDI",3e-32,"circularly permutated Ras protein 1-like",NA,NA,NA,NA
"265","NC_035783.1",22609861,22609861,-56.4416775884666,"+",1.82921133086803e-20,1.68776136839331e-18,22608958,22609951,22605941,22612356,"111129929",22605941,22612356,"XM_022476476.1","P63100","CANB1_RAT",4e-99,"calcineurin subunit B type 1-like","GO:0004721; GO:0005509; GO:0005829; GO:0006470; GO:0042383","protein dephosphorylation [GO:0006470]","cytosol [GO:0005829]; sarcolemma [GO:0042383]","calcium ion binding [GO:0005509]; phosphoprotein phosphatase activity [GO:0004721]"
"270","NC_035783.1",23674166,23674166,-62.6373626373626,"+",3.21473076251175e-17,1.97889088778725e-15,23659690,23674701,23566934,23675129,"111129490",23566934,23675129,"XM_022475898.1","Q5VW36","FOCAD_HUMAN",0,"focadhesin-like","GO:0005925; GO:0016021","","focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]",""
"271","NC_035783.1",26034431,26034431,-52.2619047619048,"+",1.31643019918397e-18,9.67698003197991e-17,26033584,26035524,26028344,26035770,"111128111",26028344,26035770,"XM_022473567.1","P0DMQ6","DHSO_CHICK",3e-147,"sorbitol dehydrogenase-like","GO:0003939; GO:0006000; GO:0006061; GO:0006062; GO:0006116; GO:0006735; GO:0008270; GO:0030317; GO:0031514; GO:0031966; GO:0032991; GO:0042802; GO:0046370; GO:0051160; GO:0051287; GO:0070062","flagellated sperm motility [GO:0030317]; fructose biosynthetic process [GO:0046370]; fructose metabolic process [GO:0006000]; L-xylitol catabolic process [GO:0051160]; NADH oxidation [GO:0006116]; NADH regeneration [GO:0006735]; sorbitol biosynthetic process [GO:0006061]; sorbitol catabolic process [GO:0006062]","extracellular exosome [GO:0070062]; mitochondrial membrane [GO:0031966]; motile cilium [GO:0031514]; protein-containing complex [GO:0032991]","identical protein binding [GO:0042802]; L-iditol 2-dehydrogenase activity [GO:0003939]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]"
"274","NC_035783.1",32417239,32417239,-60.569157151176,"+",1.99943770500168e-62,9.41208529951863e-59,32415956,32424079,32411180,32424850,"111128909",32411180,32424850,"XM_022474862.1","Q8BRK9","MA2A2_MOUSE",0,"alpha-mannosidase 2-like",NA,NA,NA,NA
"307","NC_035783.1",42295608,42295608,-51.5522875816994,"+",3.37831713253877e-41,2.62572494197419e-38,42295590,42296277,42292989,42298521,"111130378",42292989,42298521,"XM_022477399.1","Q66KE9","F161A_XENLA",2e-34,"protein FAM161A-like","GO:0005737; GO:0005856; GO:0005929; GO:0030030","cell projection organization [GO:0030030]","cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]",""
"312","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48408670,48467690,"XM_022476714.1","Q8IVE3","PKHH2_HUMAN",0,"pleckstrin homology domain-containing family H member 1-like","GO:0003779; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0016604; GO:0030027; GO:0030835; GO:0030864; GO:0042802","negative regulation of actin filament depolymerization [GO:0030835]","cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","actin binding [GO:0003779]; identical protein binding [GO:0042802]"
"313","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398662,48467690,"XM_022476711.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"314","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48404012,48467690,"XM_022476712.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"315","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48401852,48467690,"XM_022476709.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"316","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398662,48467690,"XM_022476711.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"317","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476713.1","Q8IVE3","PKHH2_HUMAN",0,"pleckstrin homology domain-containing family H member 1-like","GO:0003779; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0016604; GO:0030027; GO:0030835; GO:0030864; GO:0042802","negative regulation of actin filament depolymerization [GO:0030835]","cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","actin binding [GO:0003779]; identical protein binding [GO:0042802]"
"318","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48404012,48467690,"XM_022476712.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"319","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48422316,48467690,"XM_022476715.1","Q00IB7","PKHH1_DANRE",3e-07,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"320","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48408670,48467690,"XM_022476714.1","Q8IVE3","PKHH2_HUMAN",1e-08,"pleckstrin homology domain-containing family H member 1-like","GO:0003779; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0016604; GO:0030027; GO:0030835; GO:0030864; GO:0042802","negative regulation of actin filament depolymerization [GO:0030835]","cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","actin binding [GO:0003779]; identical protein binding [GO:0042802]"
"321","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476708.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"322","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48422316,48467690,"XM_022476715.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"323","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48401852,48467690,"XM_022476709.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"324","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476708.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like","GO:0001569; GO:0005856; GO:0048514","blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]","cytoskeleton [GO:0005856]",""
"325","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476713.1","Q8IVE3","PKHH2_HUMAN",4e-20,"pleckstrin homology domain-containing family H member 1-like","GO:0003779; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0016604; GO:0030027; GO:0030835; GO:0030864; GO:0042802","negative regulation of actin filament depolymerization [GO:0030835]","cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","actin binding [GO:0003779]; identical protein binding [GO:0042802]"
"326","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",7e-16,"uncharacterized LOC111129310",NA,NA,NA,NA
"327","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",3e-08,"uncharacterized LOC111129310",NA,NA,NA,NA
"328","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",2e-04,"uncharacterized LOC111129310",NA,NA,NA,NA
"329","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",1e-32,"uncharacterized LOC111129310",NA,NA,NA,NA
"330","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",5e-30,"uncharacterized LOC111129310",NA,NA,NA,NA
"331","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",1e-10,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"332","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-40,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"333","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-150,"S phase cyclin A-associated protein in the endoplasmic reticulum-like","GO:0003676; GO:0005634; GO:0005783; GO:0005829; GO:0008270","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"
"340","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",1e-101,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"341","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",1e-04,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"342","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",1e-101,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"343","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",2e-101,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"344","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",5e-06,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"345","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"346","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"347","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"348","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"349","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"350","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"351","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",6e-21,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"352","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",5e-06,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"353","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",1e-05,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"354","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",4e-102,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"355","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
"356","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like",NA,NA,NA,NA
