geneID,DMLCount,chr,start,end,meth.diff,strand,pvalue,qvalue,Product
111121854,1,NC_035781.1,8787456,8787456,55.7665710912464,+,1.04439761822674e-38,6.68120983974933e-36,pre-mRNA-splicing factor RBM22-like
111122100,1,NC_035781.1,783410,783410,-50.283243887895,+,3.40357154006391e-29,8.60342896363692e-27,L-threonine ammonia-lyase-like
111122172,1,NC_035781.1,43382431,43382431,52.2161172161172,+,3.15330838737188e-11,8.21211047629859e-10,disks large homolog 5-like
111122329,1,NC_035781.1,57902072,57902072,-51.1238558683814,+,9.15133191850993e-56,2.35378298748132e-52,lipoxygenase homology domain-containing protein 1-like
111122443,1,NC_035781.1,275905,275905,53.7047222440481,+,1.37738219756852e-17,8.88886810629668e-16,transmembrane protein 68-like
111122801,1,NC_035782.1,8707638,8707638,52.2722044461175,+,1.03370746159824e-47,1.44078263828896e-44,band 3 anion transport protein-like
111122837,1,NC_035782.1,51594719,51594719,-52.3841698841699,+,6.67164628045256e-41,5.0439749276508e-38,uncharacterized LOC111122837
111122866,1,NC_035782.1,29760017,29760017,50.1901402391809,+,6.78595007521677e-31,2.09274341911476e-28,histone-lysine N-methyltransferase SMYD3-like
111122940,1,NC_035780.1,38236494,38236494,50.4091954022988,+,9.95989456119202e-14,3.79895752678737e-12,rho family-interacting cell polarization regulator 2-like
111123133,1,NC_035782.1,6675420,6675420,-50.4761904761905,+,1.51330661821479e-25,2.52883777371349e-23,vacuolar protein-sorting-associated protein 25-like
111123150,1,NC_035782.1,6260448,6260448,-54.2799776343212,+,5.62231929676765e-31,1.75778786089564e-28,putative RNA polymerase II subunit B1 CTD phosphatase RPAP2
111123621,1,NC_035782.1,63564042,63564042,-55.5155605549306,+,1.0131098338124e-35,4.95610160343455e-33,heat shock protein 75 kDa
111123744,1,NC_035780.1,28739473,28739473,62.9210433795728,+,8.61705495488073e-83,2.14987252233155e-78,metallophosphoesterase MPPED2-like
111123831,1,NC_035782.1,20856834,20856834,-59.3838754008246,+,3.31297619663273e-36,1.67999140218321e-33,titin-like
111123849,1,NC_035782.1,4729349,4729349,55.3534303534303,+,3.37213228460818e-15,1.58469513310338e-13,tripartite motif-containing protein 2-like
111123965,1,NC_035782.1,50620241,50620241,55.616550754083,+,6.47727927354317e-34,2.65333426560526e-31,mediator of RNA polymerase II transcription subunit 7-like
111123982,1,NC_035782.1,53693368,53693368,61.3897051853256,+,1.35843971280143e-30,4.02037571543722e-28,multidrug resistance-associated protein 4-like
111123983,1,NC_035782.1,53681703,53681703,-58.3101256545898,+,4.93914594749866e-77,8.80192512897117e-73,rap guanine nucleotide exchange factor 1-like
111124202,1,NC_035782.1,35693356,35693356,-55.8318425760286,+,4.99878801435817e-31,1.57071743251202e-28,NA
111124218,1,NC_035780.1,22276727,22276727,55.7151959222682,+,3.17267485635371e-45,3.54956023228931e-42,uncharacterized LOC111124218
111124362,1,NC_035782.1,63514945,63514945,50.8899987194263,+,2.91690042301386e-57,8.76793572389581e-54,protocadherin-7-like
111124518,1,NC_035780.1,35969129,35969129,-53.350874477635,+,3.61526679125619e-15,1.69130765509912e-13,phosphatidylserine synthase 1-like
111124535,1,NC_035782.1,3352882,3352882,56.9444444444444,+,1.25274542232564e-18,9.22242436045411e-17,UDP-glucose 6-dehydrogenase-like
111124629,1,NC_035782.1,45180769,45180769,-62.4988105433438,+,7.13839367386188e-32,2.43234558487614e-29,sodium bicarbonate cotransporter 3-like
111124666,1,NC_035782.1,43017703,43017703,54.4062666904041,+,2.3123235640266e-25,3.79042404902195e-23,cGMP-dependent 3'
111124837,1,NC_035782.1,6425689,6425689,55.3931835491241,+,3.26669576843391e-22,3.74544690782929e-20,WD repeat-containing protein 46-like
111124865,1,NC_035782.1,41847824,41847824,-50.5890022240969,+,2.44635255946304e-43,2.28592317784909e-40,kelch-like protein 3
111124916,1,NC_035782.1,61203971,61203971,51.4949845679012,+,2.55039283458132e-14,1.05785293227173e-12,motile sperm domain-containing protein 2-like
111124937,1,NC_035780.1,12631454,12631454,60.2577873254565,+,7.95429303615801e-18,5.30762177974547e-16,semaphorin-5B-like
111125011,1,NC_035782.1,4508266,4508266,-50.5148741418764,+,1.10308142583608e-11,3.08875679709661e-10,F-box/LRR-repeat protein 21-like
111125018,1,NC_035782.1,40860497,40860497,59.3705077672154,+,3.3539131264527e-86,1.04596142629387e-81,E3 ubiquitin-protein ligase MYCBP2-like
111125036,1,NC_035782.1,19354458,19354458,53.6017494211474,+,1.82096384754015e-33,7.17714069614156e-31,pre-mRNA-splicing factor CWC22 homolog
111125335,1,NC_035782.1,15285001,15285001,-54.1284403669725,+,9.62300616328891e-25,1.47835449246444e-22,uncharacterized LOC111125335
111125348,1,NC_035782.1,64758096,64758096,53.1891025641026,+,4.21795650020339e-62,1.94877716937146e-58,NA
111125368,1,NC_035782.1,45857196,45857196,52.1154543173391,+,8.46392282619501e-52,1.55269671005455e-48,mediator of RNA polymerase II transcription subunit 22-like
111125598,1,NC_035780.1,55852213,55852213,58.0645161290323,+,1.30976739966275e-14,5.65451458281376e-13,NA
111125634,1,NC_035782.1,25351682,25351682,52.7054985278905,+,2.4597664469958e-30,6.99758409014835e-28,titin-like
111125832,1,NC_035782.1,15347936,15347936,55.660303856642,+,5.16207884232923e-32,1.78377996684368e-29,protein CASC3-like
111125846,1,NC_035782.1,58948371,58948371,-50.4939418972876,+,3.30758061270162e-34,1.40103501436185e-31,ras GTPase-activating protein nGAP-like
111125883,1,NC_035782.1,63438237,63438237,68.0871828236825,+,4.00900406529382e-36,2.01249103430538e-33,calpain-15-like
111125999,1,NC_035782.1,50390336,50390336,50.8443113772455,+,3.77249355729199e-27,7.57810742229145e-25,protocadherin-9-like
111126227,1,NC_035782.1,6686536,6686536,-55.3776940782591,+,2.92550600176004e-50,4.83367996292542e-47,transcription initiation factor TFIID subunit 5-like
111126240,1,NC_035782.1,22251781,22251781,-53.3473568684836,+,5.4011756345858e-30,1.4906432426615e-27,fibrocystin-L-like
111126272,1,NC_035782.1,67715553,67715553,66.2878787878788,+,8.95931672917619e-33,3.31979614006626e-30,fibrocystin-L-like
111126296,1,NC_035780.1,19149581,19149581,-61.0240190685735,+,1.95455199452061e-26,3.63911915545465e-24,mediator of RNA polymerase II transcription subunit 14-like
111126546,1,NC_035782.1,37843186,37843186,-55.525050305242,+,9.31676151175303e-45,9.89124508049083e-42,archaemetzincin-2-like
111126576,1,NC_035782.1,46793651,46793651,58.9169000933707,+,8.29506275346447e-11,2.01160435254894e-09,uncharacterized LOC111126576
111126605,1,NC_035780.1,22177829,22177829,-51.8586936690385,+,6.80803459919686e-29,1.66197583451533e-26,uncharacterized LOC111126605
111126660,1,NC_035780.1,22177829,22177829,-51.8586936690385,+,6.80803459919686e-29,1.66197583451533e-26,uncharacterized LOC111126660
111127652,1,NC_035782.1,23870429,23870429,74.0659340659341,+,8.51285756691598e-32,2.87398683884746e-29,actin-related protein 3
111127729,1,NC_035783.1,46125339,46125339,51.7758631376681,+,4.32890841528329e-29,1.08002110958293e-26,condensin complex subunit 1-like
111127880,1,NC_035780.1,54211053,54211053,-62.8450920245399,+,4.5525805411118e-66,3.06979772602287e-62,low affinity immunoglobulin epsilon Fc receptor-like
111128111,1,NC_035783.1,26034431,26034431,-52.2619047619048,+,1.31643019918397e-18,9.67698003197991e-17,sorbitol dehydrogenase-like
111128360,1,NC_035780.1,30150624,30150624,-55.3937259923175,+,1.1484927536279e-17,7.49214792092658e-16,transmembrane protein 41B-like
111128529,1,NC_035783.1,32082627,32082627,-53.3606366157754,+,2.49961258695321e-37,1.40141427924368e-34,ryanodine receptor-like
111128530,1,NC_035783.1,32082627,32082627,-53.3606366157754,+,2.49961258695321e-37,1.40141427924368e-34,ryanodine receptor-like
111128622,1,NC_035783.1,58980061,58980061,-65.2450980392157,+,9.40805780903209e-43,8.50442081163366e-40,endonuclease 8-like 1
111128909,1,NC_035783.1,32417239,32417239,-60.569157151176,+,1.99943770500168e-62,9.41208529951863e-59,alpha-mannosidase 2-like
111128998,1,NC_035783.1,22397442,22397442,50.8986415882968,+,5.82318779711777e-20,5.05859845510467e-18,nesprin-1-like
111129050,1,NC_035783.1,58186424,58186424,60.3241822429907,+,1.43910080777552e-43,1.38093016148764e-40,cyclic AMP-responsive element-binding protein 3-like protein 3-B
111129079,1,NC_035783.1,20856441,20856441,55.1671377994895,+,5.08697893483807e-55,1.23218682504638e-51,ral GTPase-activating protein subunit beta-like
111129310,1,NC_035783.1,49079097,49079097,-50.7701692847339,+,3.39956632997307e-11,8.80015747278619e-10,uncharacterized LOC111129310
111129490,1,NC_035783.1,23674166,23674166,-62.6373626373626,+,3.21473076251175e-17,1.97889088778725e-15,focadhesin-like
111129524,1,NC_035783.1,15040569,15040569,-50.7819072064882,+,6.47508328461113e-38,3.82813067505425e-35,endoribonuclease Dicer-like
111129611,1,NC_035783.1,32197765,32197765,55.2380952380952,+,7.41968224869193e-18,4.97350758215357e-16,uncharacterized LOC111129611
111129824,1,NC_035780.1,27482717,27482717,52.0311149524633,+,1.14723968836811e-26,2.20173302601652e-24,DNA damage-binding protein 1-like
111129858,1,NC_035783.1,57083698,57083698,-51.2682926829268,+,4.09574562944824e-11,1.04644058570175e-09,BTB/POZ domain-containing protein KCTD7-like
111129875,1,NC_035780.1,38002469,38002469,-57.8262768380921,+,2.00012843890027e-46,2.44614143310751e-43,myeloid differentiation primary response protein MyD88-like
111129917,1,NC_035783.1,20719352,20719352,52.9867221244601,+,1.28236069406312e-52,2.62243186628968e-49,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase-like
111129929,1,NC_035783.1,22609861,22609861,-56.4416775884666,+,1.82921133086803e-20,1.68776136839331e-18,calcineurin subunit B type 1-like
111129934,1,NC_035783.1,19545474,19545474,50.4852624011503,+,8.18739320852375e-17,4.75593955676891e-15,malate dehydrogenase
111129967,1,NC_035783.1,18011471,18011471,51.5159394664309,+,3.83880745615466e-60,1.54475100527313e-56,ral GTPase-activating protein subunit alpha-1-like
111130001,1,NC_035783.1,42871171,42871171,-51.5819546307351,+,2.10342641533598e-20,1.92440302981823e-18,mucosa-associated lymphoid tissue lymphoma translocation protein 1-like
111130052,1,NC_035783.1,48434287,48434287,-53.4230944774076,+,3.55123914593024e-41,2.75155307255352e-38,pleckstrin homology domain-containing family H member 1-like
111130072,1,NC_035783.1,30386526,30386526,52.3529411764706,+,1.38465536881228e-11,3.8244019420092e-10,McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin-like
111130082,1,NC_035783.1,32580031,32580031,62.6811594202899,+,6.48735933650215e-34,2.65333426560526e-31,myotubularin-related protein 10-A-like
111130152,1,NC_035783.1,19526093,19526093,50.0672109927313,+,6.98535037927819e-42,5.86793901848452e-39,bromodomain adjacent to zinc finger domain protein 1A-like
111130193,1,NC_035783.1,19856041,19856041,50.6929637526653,+,3.04308452839066e-18,2.13985453358875e-16,threonine aspartase 1-like
111130305,1,NC_035780.1,24258095,24258095,-50.2401798176446,+,9.57483535031815e-29,2.30582001947028e-26,zinc finger and BTB domain-containing protein 17-like
111130378,1,NC_035783.1,42295608,42295608,-51.5522875816994,+,3.37831713253877e-41,2.62572494197419e-38,protein FAM161A-like
111130391,1,NC_035783.1,8555953,8555953,-59.0686274509804,+,3.56408628504956e-25,5.72572651186012e-23,circularly permutated Ras protein 1-like
111130501,1,NC_035780.1,24227053,24227053,79.8387096774193,+,9.17964490545048e-39,5.90266318661926e-36,gamma-interferon-inducible lysosomal thiol reductase-like
111130514,1,NC_035783.1,41657100,41657100,-50.609756097561,+,1.25343319200542e-21,1.33299042417342e-19,acetyl-coenzyme A synthetase 2-like
111130545,1,NC_035783.1,17850325,17850325,54.9563172043011,+,5.05884087487448e-15,2.31498946047055e-13,homeobox protein Meis1-like
111130554,1,NC_035783.1,16217947,16217947,53.2319294105576,+,1.04308181719884e-27,2.26294699147945e-25,protein JTB-like
111130622,1,NC_035783.1,4336101,4336101,63.7449079926956,+,2.09542331969692e-26,3.8753744304438e-24,structural maintenance of chromosomes protein 5-like
111130677,1,NC_035780.1,60587462,60587462,-74.1221174004193,+,3.47772908122361e-43,3.23753743887142e-40,NA
111130701,1,NC_035783.1,36262748,36262748,57.3809523809524,+,1.31386909689672e-17,8.49436983262407e-16,uncharacterized LOC111130701
111130887,1,NC_035783.1,47273230,47273230,56.7901322236582,+,5.17200654480188e-61,2.15061000427039e-57,uncharacterized LOC111130887
111130952,1,NC_035780.1,62750218,62750218,53.6949479029857,+,4.55944265357327e-51,7.89956381832671e-48,uncharacterized LOC111130952
111131012,1,NC_035783.1,30129117,30129117,-50.9677419354839,+,4.61761635586769e-22,5.19878596718865e-20,CWF19-like protein 2
111131032,1,NC_035783.1,44312385,44312385,-51.632412000945,+,1.08095538329876e-36,5.7997418350292e-34,rho GTPase-activating protein 20-like
111131059,1,NC_035783.1,19594385,19594385,51.4217379750199,+,8.88964468448203e-13,2.95740144392357e-11,ADP-ribosylation factor-like protein 11
111131099,1,NC_035783.1,30742308,30742308,52.4360442917144,+,2.20760544015602e-33,8.64641088267375e-31,protein unc-13 homolog A-like
111131400,1,NC_035783.1,29749415,29749415,57.6054041462847,+,7.89733540227734e-16,4.02350296172505e-14,G patch domain-containing protein 2-like
111131525,1,NC_035783.1,38039087,38039087,-51.0269865067466,+,2.01168586571169e-16,1.10525505271697e-14,serine/threonine-protein kinase Nek9-like
111131693,1,NC_035783.1,2891929,2891929,52.8845098856729,+,9.155442835415e-30,2.45348564143556e-27,DNA replication licensing factor mcm5-like
111131769,1,NC_035783.1,23130126,23130126,53.9158950617284,+,2.29193775899788e-23,3.04157700812679e-21,dnaJ-like protein MG002 homolog
111132109,1,NC_035784.1,61208184,61208184,52.5581395348837,+,3.88742740995457e-39,2.58633556049948e-36,VPS9 domain-containing protein 1-like
111132180,1,NC_035784.1,3040123,3040123,50.1308933790825,+,1.89459273127565e-24,2.81526328777828e-22,borealin-like
111132500,1,NC_035784.1,59387901,59387901,-67.719298245614,+,7.56398742538416e-18,5.06207692842174e-16,uncharacterized LOC111132500
111132625,1,NC_035784.1,79841167,79841167,51.3280145815151,+,5.63990812562758e-51,9.63769148639438e-48,NA
111132656,1,NC_035780.1,54074031,54074031,-52.4193548387097,+,2.7367620211442e-21,2.79834369843318e-19,uncharacterized LOC111132656
111132665,1,NC_035784.1,81784752,81784752,51.7203107658158,+,4.74747850642396e-12,1.41022780181074e-10,tyrosine-protein kinase SRK2-like
111132855,1,NC_035780.1,19482569,19482569,56.7761299435028,+,1.39169778758904e-76,2.31476828885151e-72,cytosolic carboxypeptidase 1-like
111132966,1,NC_035784.1,97120641,97120641,54.5974765974766,+,3.1453443297796e-50,5.162718603177e-47,dynactin subunit 1-like
111132997,1,NC_035784.1,53283229,53283229,55.8994599085999,+,1.68577594566493e-21,1.76567977248336e-19,ubiquitin carboxyl-terminal hydrolase CYLD-like
111132998,1,NC_035784.1,53289052,53289052,-51.2458369310473,+,5.42980370283707e-17,3.22697455855383e-15,repressor of RNA polymerase III transcription MAF1 homolog
111133136,1,NC_035780.1,43027589,43027589,50.9307567093785,+,1.27025526740795e-27,2.72031330386318e-25,NAD(P) transhydrogenase
111133205,1,NC_035784.1,1046256,1046256,-54.1341272567655,+,2.65519087543737e-57,8.17832894218843e-54,trichohyalin-like
111133291,1,NC_035784.1,97250746,97250746,52.1881287726358,+,1.89633001080813e-09,3.5877465730679e-08,uncharacterized LOC111133291
111133354,1,NC_035784.1,55379467,55379467,57.0766032304494,+,2.16784062131122e-17,1.3582507094579e-15,uncharacterized LOC111133354
111133433,1,NC_035784.1,43356401,43356401,-52.2551143200963,+,1.62532442857806e-47,2.21586255946819e-44,serine/threonine-protein kinase mTOR-like
111133500,1,NC_035780.1,32717031,32717031,-52.5962264150943,+,8.45711739466131e-27,1.65358121928775e-24,DNA topoisomerase 2-binding protein 1-like
111133503,1,NC_035784.1,9477060,9477060,-55.049610205528,+,4.38701300748891e-12,1.30985836257649e-10,microsomal glutathione S-transferase 3-like
111133596,1,NC_035784.1,26800340,26800340,66.6223908918406,+,2.74201242216758e-23,3.62344166891098e-21,bleomycin hydrolase-like
111133601,1,NC_035784.1,26845665,26845665,59.2013888888889,+,1.30440994922808e-14,5.63236007731456e-13,MAM and LDL-receptor class A domain-containing protein 1-like
111133672,1,NC_035784.1,95098214,95098214,-50.6696428571429,+,2.57769232640659e-10,5.71703707002426e-09,protection of telomeres protein 1-like
111133687,1,NC_035784.1,54639923,54639923,-51.9264511476986,+,1.04439539660021e-65,6.68119562758269e-62,segment polarity protein dishevelled homolog DVL-3-like
111133750,1,NC_035784.1,79293415,79293415,55.1282051282051,+,1.39460526131832e-45,1.58154831874172e-42,putative ankyrin repeat protein RF_0381
111133780,1,NC_035784.1,59312760,59312760,-50.5291723202171,+,4.72190418665023e-09,8.31383051070882e-08,ceramide-1-phosphate transfer protein-like
111133836,1,NC_035784.1,22572279,22572279,-57.2872133696075,+,1.08025954539e-16,6.17367763518221e-15,selenoprotein M-like
111133994,1,NC_035784.1,55404564,55404564,-53.4293899561847,+,3.84849740220599e-18,2.67753254831237e-16,cell division cycle-associated protein 3-like
111134057,1,NC_035784.1,14259081,14259081,-50.899209486166,+,1.60774967194255e-25,2.67947972778071e-23,uncharacterized LOC111134057
111134058,1,NC_035784.1,14247056,14247056,-59.9587912087912,+,1.03941439629074e-20,9.89030959938937e-19,uncharacterized LOC111134058
111134129,1,NC_035780.1,48165058,48165058,72.7495908346972,+,1.87496597595549e-86,6.68265741290207e-82,AP-2 complex subunit alpha-2-like
111134275,1,NC_035784.1,3631156,3631156,50.0674763832659,+,2.51411925232572e-17,1.56499158699726e-15,eIF-2-alpha kinase activator GCN1-like
111134305,1,NC_035784.1,39544459,39544459,-51.6296296296296,+,2.49050762335212e-16,1.35107143556387e-14,protein strawberry notch homolog 1-like
111134328,1,NC_035784.1,37719493,37719493,-53.2287449392713,+,2.50132628452044e-30,7.10770962826751e-28,protein kinase C iota type-like
111134417,1,NC_035784.1,84951458,84951458,-52.131259419342,+,7.40491290817843e-29,1.80239484228823e-26,tumor necrosis factor alpha-induced protein 3-like
111134418,1,NC_035784.1,84951458,84951458,-52.131259419342,+,7.40491290817843e-29,1.80239484228823e-26,fatty-acid amide hydrolase 2-like
111134423,1,NC_035784.1,61728079,61728079,58.9783281733746,+,6.24872014904031e-12,1.81807080433758e-10,rho guanine nucleotide exchange factor 7-like
111134649,1,NC_035784.1,21805785,21805785,-53.4883720930233,+,1.4773778582491e-26,2.77972548095712e-24,kinesin-like protein KIF15
111134678,1,NC_035784.1,65903451,65903451,-51.962962962963,+,1.46799592309184e-11,4.03559948595133e-10,inversin-like
111134737,1,NC_035784.1,94932868,94932868,51.7418394137701,+,3.89416623224716e-23,5.04704990485111e-21,nuclear hormone receptor HR96-like
111134967,1,NC_035784.1,7825972,7825972,56.7104836092178,+,7.68286614955733e-36,3.7881450194494e-33,probable cation-transporting ATPase 13A3
111134993,1,NC_035784.1,89193227,89193227,60.7658157602664,+,5.44190922994956e-25,8.55516151563526e-23,transforming acidic coiled-coil-containing protein 1-like
111134994,1,NC_035784.1,89193227,89193227,60.7658157602664,+,5.44190922994956e-25,8.55516151563526e-23,NA
111135006,1,NC_035784.1,32778720,32778720,51.8620877129395,+,1.97943180116512e-35,9.37095331770605e-33,casein kinase II subunit alpha-like
111135015,1,NC_035780.1,25858298,25858298,-51.3262093311707,+,1.62846067324196e-27,3.4227911653837e-25,nuclear receptor coactivator 2-like
111135080,1,NC_035784.1,51552242,51552242,53.8568823087652,+,3.26054651644789e-27,6.60824587961912e-25,beta-glucuronidase-like
111135160,1,NC_035780.1,57337101,57337101,-54.8387096774194,+,2.12957401925827e-10,4.79823247989426e-09,protein timeless homolog
111135227,1,NC_035784.1,52582703,52582703,60.3361344537815,+,3.74685704415873e-22,4.26073326266542e-20,OTU domain-containing protein 6B-like
111135253,1,NC_035784.1,45928234,45928234,50.0683526999316,+,2.62534325330101e-49,4.09373718131761e-46,calmodulin-binding transcription activator 1-like
111135324,1,NC_035784.1,90457417,90457417,-80.0548589341693,+,2.50732580313006e-47,3.30980808298332e-44,uncharacterized LOC111135324
111135328,1,NC_035784.1,54347059,54347059,72.5568436951463,+,6.51866150359038e-80,1.35528624361116e-75,uncharacterized LOC111135328
111135416,1,NC_035784.1,58701602,58701602,53.1484962406015,+,3.56794170673084e-36,1.80561301826549e-33,uncharacterized LOC111135416
111135494,1,NC_035784.1,89588290,89588290,52.1505376344086,+,3.60610025985669e-09,6.4935937267546e-08,WD repeat-containing protein 11-like
111135526,1,NC_035784.1,91582933,91582933,-53.8045112781955,+,4.0289322734019e-20,3.57333786257541e-18,thymidylate kinase-like
111135544,1,NC_035784.1,8331781,8331781,-51.0925855753442,+,4.39992828947472e-13,1.53159419375145e-11,proline-serine-threonine phosphatase-interacting protein 2-like
111135588,1,NC_035784.1,69554491,69554491,-72.7218864794407,+,7.57016961234789e-27,1.48949895523585e-24,exocyst complex component 4-like
111135652,1,NC_035784.1,88305441,88305441,52.9237288135593,+,5.28762076437487e-17,3.14772283683205e-15,NA
111135718,1,NC_035784.1,53329760,53329760,50.4058797718298,+,6.14135095409736e-24,8.69091395854605e-22,src kinase-associated phosphoprotein 2-B-like
111135724,1,NC_035784.1,2443680,2443680,-61.1413959761717,+,3.40458600559239e-44,3.4811948283834e-41,arrestin domain-containing protein 3-like
111135726,1,NC_035784.1,36797030,36797030,-56.4378819749242,+,3.4127696903626e-58,1.13527105192721e-54,DNA topoisomerase I
111135733,1,NC_035784.1,47479565,47479565,-51.0090889572747,+,4.22932158022407e-26,7.56940566619012e-24,alanine--tRNA ligase
111135770,1,NC_035784.1,39858401,39858401,57.6592167721519,+,1.37152629634892e-34,6.02434242655161e-32,serine-protein kinase ATM-like
111135891,1,NC_035784.1,55104963,55104963,52.0612363985858,+,1.74985880503073e-38,1.09691703588134e-35,peroxisome biogenesis factor 2-like
111135899,1,NC_035784.1,49990877,49990877,51.7558580396544,+,2.06663273209761e-17,1.30137565707763e-15,copine-3-like
111135910,1,NC_035784.1,1062720,1062720,-51.4226159458051,+,5.14898732631412e-23,6.55085634085175e-21,sulfatase-modifying factor 2-like
111135914,1,NC_035784.1,52601241,52601241,51.9230769230769,+,1.06432155373006e-30,3.20311235788931e-28,inositol monophosphatase 1-like
111135947,1,NC_035780.1,27396183,27396183,52.6108743502084,+,2.448830698055e-28,5.67279257459875e-26,transient receptor potential cation channel subfamily M member 1-like
111135972,1,NC_035784.1,96107107,96107107,53.4160411453989,+,1.68145047901026e-47,2.27992260533805e-44,protein FAM160B1-like
111135974,1,NC_035784.1,5236071,5236071,-53.4495021337127,+,1.44925262523772e-11,3.99000908218026e-10,probable 18S rRNA (guanine-N(7))-methyltransferase
111136089,1,NC_035784.1,57133704,57133704,57.5700204351485,+,7.47277759712178e-40,5.19327660727017e-37,pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1
111136090,1,NC_035784.1,57140177,57140177,-50.8242346392635,+,1.69594760102442e-21,1.77558813349112e-19,cysteine desulfurase
111136109,1,NC_035784.1,18634308,18634308,-58.0938416422288,+,7.35635667896694e-23,9.16295756415768e-21,unconventional myosin-XVIIIa-like
111136152,1,NC_035780.1,32766798,32766798,58.1214689265537,+,3.6984292636719e-19,2.91447445138457e-17,glucose-induced degradation protein 8 homolog
111136164,1,NC_035784.1,87735301,87735301,55.2893518518519,+,1.51315370158068e-62,7.40230055652151e-59,putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1
111136260,1,NC_035784.1,85967659,85967659,-58.4541062801932,+,7.49613059936441e-13,2.51880491848493e-11,protein PTCD3 homolog
111136295,1,NC_035784.1,1992224,1992224,61.0573042776433,+,2.43810254255254e-36,1.25678344717638e-33,uncharacterized LOC111136295
111136296,1,NC_035784.1,2007283,2007283,-51.3089560148384,+,1.37651861002373e-38,8.67242889353419e-36,major vault protein-like
111136442,1,NC_035784.1,37751435,37751435,-57.2006890611542,+,1.12230915575739e-44,1.1814572351399e-41,uncharacterized LOC111136442
111136461,1,NC_035784.1,36957812,36957812,50.2112834766931,+,3.3563161889125e-40,2.39248194874036e-37,uncharacterized LOC111136461
111136471,1,NC_035784.1,59129087,59129087,69.4449478344164,+,5.70596413788191e-66,3.74627183736898e-62,cell division control protein 45 homolog
111136507,1,NC_035784.1,96552801,96552801,50.0833333333333,+,6.84769561146376e-18,4.60991458405232e-16,integrator complex subunit 6-like
111136550,1,NC_035784.1,36745879,36745879,63.4058704453441,+,8.702726202171e-30,2.3498340654033e-27,protein FAM210A-like
111136594,1,NC_035784.1,59002732,59002732,54.9924242424243,+,3.90996234488227e-29,9.79415748200243e-27,putative N-acetylated-alpha-linked acidic dipeptidase
111136595,1,NC_035784.1,38226016,38226016,54.1180956531213,+,7.08812480562087e-41,5.3265636194071e-38,DNA excision repair protein ERCC-6-like
111136629,1,NC_035784.1,33375190,33375190,-54.1372462488967,+,1.78543155713261e-14,7.58467632514049e-13,neuroguidin-like
111136643,1,NC_035784.1,36788437,36788437,51.1450381679389,+,1.81800661334432e-20,1.67866470951665e-18,FACT complex subunit SPT16-like
111136710,1,NC_035780.1,28493520,28493520,-53.830352943435,+,7.65928992823901e-45,8.2367212881851e-42,STE20-related kinase adapter protein alpha-like
111136714,1,NC_035784.1,46805445,46805445,70.8438196071625,+,1.45974749063707e-47,2.00106039140664e-44,uncharacterized LOC111136714
111136866,1,NC_035780.1,49916826,49916826,-52.0442689976033,+,1.31356184731671e-23,1.7927848797544e-21,AP-2 complex subunit alpha-2-like
111136911,1,NC_035784.1,7656221,7656221,54.654295532646,+,9.32057002554508e-41,6.94147098973169e-38,uncharacterized LOC111136911
111136917,1,NC_035784.1,86309405,86309405,-50.4385964912281,+,1.34320633885362e-06,1.39533285668577e-05,NF-kappa-B-activating protein-like
111136988,1,NC_035784.1,87874189,87874189,52.3349436392915,+,1.28880163234608e-14,5.56785523778278e-13,26S proteasome non-ATPase regulatory subunit 1-like
111137042,1,NC_035784.1,54998519,54998519,-50.649821876237,+,6.2646010033305e-38,3.71248892036305e-35,serine/threonine-protein kinase PRP4 homolog
111137060,1,NC_035780.1,8693288,8693288,-52.283522104494,+,8.98883317830873e-22,9.75904099872946e-20,ER membrane protein complex subunit 2-like
111137109,1,NC_035784.1,65591167,65591167,52.0009643201543,+,1.57479564990788e-10,3.63523688912459e-09,solute carrier family 23 member 1-like
111137112,1,NC_035784.1,65591167,65591167,52.0009643201543,+,1.57479564990788e-10,3.63523688912459e-09,sperm flagellar protein 1-like
111137130,1,NC_035784.1,49941161,49941161,52.9237288135593,+,6.27049657096272e-14,2.46599735659435e-12,cyclic nucleotide-gated cation channel beta-1-like
111137232,1,NC_035780.1,38132129,38132129,55.3359683794466,+,2.38715783804869e-19,1.92555115914318e-17,uncharacterized LOC111137232
111137332,1,NC_035784.1,14145240,14145240,54.649947753396,+,4.1025449654353e-10,8.76173258877228e-09,cleavage and polyadenylation specificity factor subunit 5-like
111137467,1,NC_035784.1,90909623,90909623,-65.992154273091,+,2.16350803082117e-75,3.17514407502489e-71,U5 small nuclear ribonucleoprotein 200 kDa helicase-like
111137529,1,NC_035784.1,2288951,2288951,-55.2305435020136,+,2.05492895566449e-48,3.01579444366505e-45,uncharacterized LOC111137529
111137531,1,NC_035784.1,34072924,34072924,51.7012532003773,+,5.99151508112212e-23,7.55343869834931e-21,uncharacterized LOC111137531
111137641,1,NC_035784.1,2777423,2777423,-53.9834881320949,+,2.41693512865499e-53,5.28949229638226e-50,suppressor of cytokine signaling 4-like
111137666,1,NC_035784.1,88794180,88794180,-64.7171121138494,+,4.19543955713729e-60,1.66146334958298e-56,ubiquitin domain-containing protein 2-like
